# src K queryType(1=count,2=max) expectedResult
42269 2 2 57806
6749 1 2 5706
78655 1 2 49740
31821 2 2 79001
69918 2 2 81089
74944 3 2 64806
46458 2 2 46459
44440 4 1 45615
27460 2 2 27493
73511 2 2 -1
4870 2 2 70333
67474 3 1 995
20128 2 2 20127
69001 1 2 60680
49613 4 2 81190
11663 4 1 78884
19547 3 1 28381
5 1 1 109
6414 4 1 79574
76586 3 1 35
71873 1 2 68477
20875 2 1 0
71458 4 2 -1
27503 2 1 3413
46612 3 1 16258
81748 1 2 -1
65195 4 1 0
39142 1 1 0
38289 1 2 64888
11755 4 2 81998
3890 1 1 10
17175 4 2 81838
24288 2 2 78858
47800 4 1 66570
77754 1 2 -1
29022 2 1 782
1659 2 1 4948
43473 4 1 65975
16040 3 1 24839
69139 1 1 1
17600 4 2 81904
3811 4 1 79909
54145 4 2 -1
70678 3 2 81876
26714 2 1 724
73062 2 1 19
54499 2 2 54500
44852 1 2 -1
47836 4 1 48648
15402 3 2 75999
65283 1 2 15768
42723 3 1 8809
24911 1 2 71606
58122 1 2 36317
3447 4 1 75846
10662 2 1 158
4899 3 1 5520
67471 2 2 67470
75871 2 2 81615
37830 3 1 26488
81527 2 1 3
65365 2 2 65366
30806 3 1 37934
34136 2 2 34135
15945 2 2 80652
79180 2 1 12
77413 1 1 0
27272 3 1 29395
17316 2 1 394
7240 4 1 73171
43175 2 1 641
71094 4 1 0
49895 1 2 -1
15174 3 2 78688
27597 2 2 60054
71854 2 2 -1
40274 2 1 583
38197 3 2 76254
7248 2 2 76893
51986 3 2 75856
75922 1 1 1
62982 1 1 0
34474 1 2 -1
3959 2 2 65936
39593 4 2 -1
22540 2 2 76621
77097 3 2 -1
72048 4 2 79227
10596 3 2 58435
19930 3 2 79892
18687 2 1 78
35989 4 1 64746
1082 2 1 9705
45891 3 2 77997
71062 3 2 -1
72008 4 1 24850
17974 1 2 439
18615 3 1 18188
40728 2 1 0
52798 1 1 1
70478 3 1 0
67136 1 2 17846
10248 4 2 81900
17177 4 2 81069
38533 3 2 81183
60611 3 1 5706
55103 2 2 55102
42082 3 2 -1
15389 1 2 46305
59220 4 2 80977
71310 2 2 -1
66332 4 2 -1
62907 1 1 2
2024 3 2 80416
6584 3 1 43899
5285 4 1 79982
17903 4 1 0
22995 1 1 21
70402 3 1 0
51222 1 2 -1
50668 3 1 24300
63853 4 1 0
22333 3 1 39529
20954 3 2 78130
9675 3 1 15070
31661 2 1 140
47963 3 2 -1
76465 4 2 76484
62814 2 1 0
77605 2 1 0
18472 1 2 8151
77192 3 1 4473
53013 4 2 81098
9665 2 2 78476
52474 2 2 17994
75911 4 1 11111
45610 4 2 -1
57389 4 2 81008
53790 1 2 24530
75846 4 1 30883
15233 1 2 28357
76068 2 2 76067
42448 1 2 48203
21346 4 1 61680
1766 2 2 73029
62019 3 1 6374
48328 2 1 1006
25301 4 2 81292
44787 4 2 81832
12857 4 2 81870
22444 2 2 76424
79741 1 1 2
38862 4 2 81961
18300 3 2 67504
1845 3 2 80908
57263 3 1 13390
78766 3 1 121
34404 1 1 3
57435 4 1 0
47475 4 2 81838
71074 4 2 81201
12454 2 2 66459
21711 4 1 42790
1286 2 1 2308
26485 4 2 81318
54583 2 1 143
27086 1 2 1632
59263 4 2 81210
60664 1 2 -1
38174 1 2 16061
46126 3 1 10394
62257 1 1 2
36551 1 2 36332
25465 4 2 -1
5969 2 1 8550
54091 3 1 10335
24241 3 1 11483
51105 3 1 0
3657 3 1 27429
42340 3 2 77212
7867 4 1 79909
4329 4 2 81850
66940 2 2 66941
66905 2 2 66906
66252 3 1 7695
1711 2 2 71182
53270 3 2 79250
76759 1 1 1
2246 3 2 80725
68358 4 1 39098
49451 3 2 79212
75205 1 1 1
1082 1 1 73
75093 1 1 1
36719 2 2 75863
59453 4 1 61261
50604 2 2 78812
67839 4 2 81277
51003 2 2 78891
42287 3 1 6784
41783 4 2 80154
68315 3 2 79851
58584 4 2 81853
13698 1 1 11
13117 4 2 62176
37956 3 1 19053
66480 4 2 82062
53233 3 1 6694
50010 1 2 47927
73905 1 2 65801
81165 2 1 2
79587 4 1 0
78798 4 2 80106
17229 2 1 4033
3260 4 2 81155
7802 4 2 82124
57788 4 1 73263
72231 1 1 0
45344 4 1 58866
73352 4 1 0
38698 2 1 0
3512 3 1 32795
78743 3 2 81865
79858 1 1 4
2387 1 2 5706
73567 4 2 75404
35548 4 1 36949
80171 4 1 0
73071 1 1 1
68344 4 2 80982
4297 2 2 4787
5008 2 2 5051
16820 1 2 66127
29202 1 1 1
60263 1 1 5
74855 4 1 1
11952 3 2 81053
51142 1 1 0
66084 1 2 80726
7903 1 2 42523
43381 1 1 2
74526 4 1 29755
23901 4 2 81674
69903 4 1 13914
19755 2 2 19778
69537 4 1 28470
73346 1 1 1
9236 2 2 76450
3902 1 1 4
20096 1 2 68950
44153 2 2 65247
38502 4 2 81419
78229 2 1 4
68078 3 1 2460
26465 3 2 80233
40178 4 2 82043
49986 2 2 49988
75396 3 2 75395
72354 2 1 34
48566 3 2 78500
74974 1 1 1
39879 4 2 81647
68099 2 1 0
73667 4 2 -1
2696 4 2 79505
23397 1 2 32653
16442 1 1 52
9765 1 1 22
11390 1 1 17
6641 2 2 70992
39309 1 1 4
34189 2 1 207
17223 2 2 54657
4959 2 1 6712
50802 1 2 78851
27215 3 1 0
34094 2 1 2808
79036 1 2 81892
16772 3 2 81380
68868 4 1 28270
22218 1 1 21
57205 4 2 -1
45134 3 2 -1
1301 2 2 71483
22455 1 2 70311
58360 2 1 1
32145 1 2 62950
72781 4 2 -1
67641 2 2 -1
5630 1 1 11
56289 2 1 13
10068 3 1 34382
55916 4 1 63339
52165 2 2 52166
29164 3 2 77499
20773 4 2 80044
48599 3 2 71257
12818 4 2 80256
55008 2 1 0
3577 1 1 23
32925 2 2 72179
59314 2 2 69222
56680 1 2 35372
67346 3 1 0
28562 4 1 23
61608 2 1 106
26883 2 2 66149
35844 1 2 2942
11094 4 1 75364
12644 1 1 7
60746 1 2 -1
62651 4 1 55430
38398 2 2 78715
7282 4 2 79118
17745 2 1 1901
34555 2 2 80838
25741 3 2 80263
27293 2 2 76135
12318 4 2 81947
6320 2 1 9735
9321 1 2 56049
59618 3 2 73572
26044 4 1 56725
25727 4 1 75125
27476 2 2 72757
10991 2 2 79936
70047 1 2 22040
15668 2 1 414
28106 3 2 78396
70320 2 1 8
59402 2 1 287
37282 2 1 732
38218 3 2 77209
4507 4 1 80516
79059 4 1 0
73563 1 1 1
15305 2 2 76346
52129 4 2 81067
52044 3 1 4951
58817 3 1 9410
26173 2 2 60091
31007 2 2 74048
22525 2 1 133
37403 2 2 37404
3830 1 2 39910
20946 1 2 69401
55715 4 2 79291
36855 2 2 66080
41850 4 2 76453
35739 2 2 64277
5539 2 2 76207
21311 4 1 70707
35934 4 2 81453
9475 3 1 28593
59577 1 1 1
76868 2 1 5
70258 3 2 75659
27912 3 2 80284
46840 1 1 3
38623 4 1 71884
56690 3 1 6893
23634 3 2 79809
4090 3 1 40321
58704 2 1 17
8382 3 1 32475
74062 2 1 3
1110 3 2 31687
386 2 1 565
47801 1 2 14959
71857 1 1 0
32521 1 1 2
13565 4 1 68048
5631 2 1 3891
56878 3 2 77899
58582 3 2 -1
53619 1 2 8182
24514 1 1 0
4288 3 1 40970
39008 2 1 168
43154 4 1 51397
1600 3 1 66392
3692 2 2 76639
20373 1 2 34122
62805 2 2 23238
14507 4 2 81370
71642 2 1 71
39423 3 1 4798
66600 1 2 -1
6820 1 2 51834
51534 4 2 80216
39776 2 1 0
47455 1 1 3
52433 4 1 44527
9597 4 1 78447
48022 4 1 63675
18782 3 1 21238
55013 1 2 8800
72036 3 2 -1
20977 1 1 6
50021 2 1 207
66836 4 2 81645
30802 2 2 72369
55822 4 2 78441
80291 3 1 42
56006 2 1 125
50138 3 2 -1
19874 1 1 3
7925 4 1 68410
27617 3 2 78504
22631 1 1 21
7883 1 2 52992
17197 3 1 14253
33550 3 2 74944
24583 1 2 71454
79538 3 2 64071
70543 4 2 -1
76830 2 1 5
47310 1 1 3
57290 3 2 76576
66912 4 2 78607
60282 2 1 467
8163 3 1 41363
71979 1 2 25804
4920 4 2 81984
37996 1 2 3258
81251 1 1 1
63179 3 1 3145
50235 3 1 0
80253 1 2 61629
9664 4 2 80891
68173 2 1 113
40225 4 1 0
6402 2 2 78821
8382 4 1 74613
15065 3 2 81525
13111 4 2 80808
61177 2 1 120
37851 1 2 17348
2175 2 1 2411
25654 4 1 62877
57889 1 2 -1
30194 2 1 272
41576 1 2 -1
34579 3 2 79747
53294 2 1 0
40751 4 1 58823
74180 3 1 5082
31644 2 1 7
70640 4 2 70666
47958 3 2 81242
11202 4 2 81822
3685 2 2 54531
18366 1 1 2
80946 4 1 381
24575 2 1 1389
79424 4 1 10368
68617 2 2 68618
15657 4 1 71470
50805 4 1 51014
71880 3 2 81278
74642 3 1 2878
75188 3 2 70807
35847 4 2 -1
18642 3 2 80159
36509 2 2 36547
15414 1 2 21521
79865 2 2 79864
49150 4 2 81483
73124 4 1 6278
54235 2 1 158
42723 1 1 1
34052 2 2 75112
37550 2 2 76063
34764 1 2 2811
24064 2 2 71151
49581 1 1 2
8631 1 1 11
70043 4 2 81313
35764 4 2 81858
50513 2 1 264
66198 1 1 0
71792 1 2 -1
25511 2 1 703
5378 1 1 16
65841 2 2 65842
51542 2 2 -1
62151 3 2 -1
78437 1 1 1
59145 3 1 0
4544 3 1 42282
71610 1 1 1
25444 3 2 71772
56586 2 2 56587
3333 3 2 80033
63620 1 2 -1
511 3 2 80066
37850 1 1 17
31786 1 1 4
74714 2 2 74717
46533 2 1 171
12270 1 1 4
30416 4 1 60989
76614 3 2 -1
73108 1 1 1
19359 3 1 38215
39492 2 1 0
42864 3 2 79522
37690 3 2 77151
72739 3 2 74329
21658 1 2 -1
15797 4 2 80649
52236 2 2 60382
72134 4 1 15795
53494 3 1 6577
26998 3 1 35195
61339 3 1 13538
47345 2 2 35093
43826 2 2 43835
17084 4 2 81446
34361 3 2 81621
20529 3 2 81175
30932 2 2 73156
1908 3 2 78892
30358 1 2 12812
81032 1 1 0
30632 2 1 303
40449 4 2 81579
36895 4 2 81523
21695 2 2 79471
25176 2 1 1084
56967 4 1 0
67501 1 1 3
26015 4 1 67340
66404 4 2 80755
50281 3 2 -1
29032 2 1 391
18318 3 1 48559
32602 1 2 74615
15169 1 2 26574
73758 1 2 30112
25444 1 1 1
62497 3 1 4553
8250 3 1 31131
44109 2 2 44120
56997 3 1 5536
39023 1 2 76508
24892 1 1 3
59225 4 2 80977
44858 2 1 0
20239 2 2 72089
41291 2 2 41301
18443 3 2 78828
19072 3 1 0
15115 2 1 2932
17716 1 2 419
6820 1 2 51834
42800 4 2 81761
14002 3 2 79577
53243 4 1 54081
28750 3 1 25689
55398 3 2 79463
44345 3 2 77479
51843 3 1 16487
31509 3 1 12121
67170 3 2 -1
38349 4 1 0
21529 4 2 81859
18383 2 2 68786
14633 1 2 58229
19163 4 2 81983
45101 3 1 6588
15115 4 2 81782
39979 2 2 69625
6416 2 2 75838
594 2 1 4281
45056 4 1 59100
4861 3 1 61022
80382 2 1 0
18228 4 2 81823
94 1 1 205
52221 2 1 0
35571 3 1 15184
62294 4 1 61339
72812 4 1 33717
8486 4 2 81832
9745 1 2 56797
18330 4 1 78069
55332 2 1 159
43336 3 1 10788
38921 2 2 54587
15589 4 2 81242
60840 1 1 1
26732 4 1 48623
30982 1 1 4
28514 2 2 81390
19796 3 1 42473
62985 1 2 25966
15930 4 2 81913
21159 1 1 5
24003 3 2 81050
52452 2 2 64039
56955 4 1 67332
72657 1 1 2
40768 2 2 -1
15329 4 2 81667
14372 4 1 78201
48469 3 1 11114
34370 1 2 2783
23703 3 1 43002
35416 4 1 32542
50254 1 2 12924
32294 1 1 14
23795 4 2 -1
69187 4 2 81015
55372 3 1 1450
72870 4 2 -1
9304 4 1 74612
59486 1 1 0
29654 1 1 12
50697 4 2 80429
56751 3 2 62623
6259 3 2 80641
4942 4 1 76676
56105 4 2 81236
23404 1 1 13
73883 2 1 0
39419 1 1 2
73844 3 2 73843
34142 4 1 59835
7393 4 1 72590
28893 1 2 73335
62969 1 1 4
24726 1 2 71150
62996 4 1 25692
17545 1 2 66913
41120 2 2 50078
74005 4 1 0
23424 1 1 10
78478 4 1 0
70069 2 2 70070
37049 2 2 78807
29945 1 1 8
77734 3 1 476
7169 2 2 7782
3830 3 1 39200
65267 2 2 65268
35650 3 1 13011
32419 1 1 3
24996 1 2 1344
10467 3 1 61156
21007 4 1 68224
75569 1 2 35579
34169 2 2 67281
4522 4 2 81933
26543 1 1 2
30473 4 2 81885
40455 1 2 76867
30716 4 1 75041
18179 4 2 81472
15782 4 2 82002
74967 3 2 69067
9496 4 1 78786
46025 2 1 26
23563 1 2 23648
45489 1 2 15099
12420 3 2 74599
70917 2 1 58
79030 3 1 0
60972 4 2 81480
55919 3 1 0
4132 2 1 1850
20551 4 1 67882
74900 1 1 1
18066 1 2 67322
74590 2 2 74592
64771 3 1 5596
77865 3 1 182
27115 3 1 20744
35886 1 2 2947
56377 3 1 9570
32806 4 1 65550
23453 3 2 80443
16312 1 2 65739
58813 4 2 80928
73229 3 2 73235
53177 2 2 79174
32646 3 1 40085
40430 3 2 76861
4158 1 2 40728
27738 4 2 81374
47924 1 2 -1
36679 3 1 6461
30276 4 2 -1
60558 2 1 25
31668 4 1 65289
72551 1 1 1
35194 2 1 598
53516 4 1 52370
44104 1 1 1
70229 3 1 90
21652 3 2 76804
51163 4 2 81277
3044 2 1 6263
65439 3 2 80652
66775 3 2 79697
53149 3 2 79173
19423 3 1 20713
33952 3 1 8753
31139 4 1 0
60857 3 2 79512
72652 2 1 0
30161 4 1 61068
70043 4 2 81313
82055 2 2 80648
37622 4 1 71198
29696 2 1 107
15819 1 2 31446
44588 2 1 349
20511 4 2 80521
16167 4 1 0
34889 3 1 16228
60262 2 2 60284
66008 4 2 80716
13690 1 2 62930
41298 2 1 0
81998 4 2 81997
63427 1 2 14059
61724 3 1 6790
5385 3 1 0
58600 3 2 79880
80107 3 1 129
11002 2 1 210
67501 1 2 67502
6563 4 1 70908
15154 3 1 0
46861 1 1 3
23528 3 1 49674
184 1 2 13033
20449 2 2 79732
10426 1 1 204
58209 4 1 42042
52185 3 1 13721
80221 4 1 0
5084 3 1 51693
78872 1 1 1
70333 4 2 81066
2596 4 1 68879
77331 1 1 2
77670 1 1 1
42002 4 1 55394
14618 2 1 5322
10027 3 1 35326
3526 2 2 39193
67158 3 2 80833
18316 4 2 80871
58465 2 2 -1
23707 2 2 76100
56416 1 1 1
67009 2 1 15
32548 4 2 81501
77593 2 1 7
23874 4 2 81971
68787 2 1 15
5054 1 1 4
66846 3 2 72381
29312 2 1 0
4257 3 2 42296
26558 1 1 7
33236 2 1 550
48402 4 1 61535
80337 4 1 8162
74264 4 1 19167
43773 3 1 8469
40658 1 1 4
72613 3 2 64987
33959 1 1 3
40533 3 2 76878
68582 4 1 23575
12703 1 2 12695
8043 1 2 6750
68340 1 1 0
31174 1 1 2
25909 3 1 24850
54337 1 2 8561
62197 3 1 24298
28842 3 2 73316
65382 1 2 15866
11170 1 2 59459
44942 4 1 55375
35178 1 2 35179
14990 2 2 80529
79314 4 1 0
27273 2 1 1265
3956 2 2 66291
2365 1 1 14
57072 4 2 81937
69211 4 1 51311
52331 1 2 79062
77755 4 2 -1
52509 4 1 57700
22380 1 1 37
21859 2 1 1730
8262 3 1 36760
7008 4 2 79118
16238 3 2 79355
17153 2 1 187
43152 1 2 13070
46429 4 1 59796
54957 4 1 74941
4355 2 1 11444
71442 3 1 5363
12279 4 1 72979
76147 2 1 64
28390 2 1 542
59051 4 2 80031
73398 2 1 0
10663 1 1 6
2035 4 2 81923
67388 4 2 80852
64165 3 2 80932
8303 3 1 53811
55892 1 1 2
39726 2 2 76699
49606 2 1 110
31253 3 1 10975
63545 2 2 63549
62461 2 2 62463
23533 2 1 567
77661 2 1 4
20998 1 1 3
23057 1 1 2
70631 4 2 81447
67173 3 1 0
62072 4 1 35229
63783 3 2 74781
51042 2 2 53169
67902 4 1 68223
56959 4 1 66516
48415 1 2 62414
9907 3 2 81184
32780 4 2 81864
35085 4 1 70938
48197 2 2 58964
64600 1 1 1
81439 1 1 0
27799 3 2 72909
16087 3 1 27711
58260 2 2 58259
24723 4 1 71786
36784 1 2 -1
20455 4 1 63404
29974 4 1 67166
3936 3 2 42296
63969 1 2 79595
39097 1 2 59259
44291 1 2 77680
22150 2 1 1427
56790 1 1 1
61779 4 1 53445
69109 2 2 69108
13786 1 2 63065
21966 3 2 80148
21302 1 1 1
27835 1 1 8
52714 4 1 60782
24089 3 2 71167
32746 2 1 97
36476 4 2 80414
42278 3 1 8033
15634 4 2 81612
10965 3 1 31289
48285 2 2 78444
19420 1 1 21
49892 4 2 79787
64057 2 2 -1
11226 1 2 59518
10046 4 1 75005
37117 1 2 15202
59478 1 1 2
57277 4 2 -1
17373 1 2 1955
6654 1 2 41872
67894 4 2 81276
6360 1 2 50574
7159 4 1 0
16652 2 1 1285
71011 2 2 71012
42348 3 2 79607
76757 4 2 76756
70112 1 1 1
8083 3 1 58444
5543 3 1 24343
52237 4 2 81704
6613 2 2 51310
40540 3 2 77244
22068 2 1 1637
20547 2 1 174
5769 4 1 77650
79199 3 2 77989
35162 1 1 9
33434 3 1 12222
77891 3 2 73005
50388 4 2 81868
50526 4 2 81947
82096 1 2 -1
23088 1 2 70643
59998 3 1 425
20099 3 1 31263
37739 2 2 37770
17352 1 2 403
21148 1 1 0
56795 1 1 4
57114 4 2 80538
17748 1 2 67041
65282 1 1 0
10246 4 2 82058
32486 1 1 4
50300 3 2 78753
14860 2 2 63367
33542 4 2 81042
49079 4 1 0
75697 2 2 75698
76955 2 2 76956
66470 3 1 9363
79552 3 2 79551
22695 1 1 10
42734 2 2 72674
5363 1 1 18
1010 1 1 3
19861 2 1 2153
9369 2 2 67567
75400 1 1 2
75656 4 1 0
44138 1 2 77653
15489 2 2 71361
49703 3 2 75617
58228 1 2 79851
38090 2 1 148
44557 4 2 81791
78303 3 1 351
16066 2 1 236
6304 2 2 76398
78763 3 1 386
71834 2 2 -1
50155 4 1 0
2589 4 1 79309
54918 2 2 54919
59430 4 1 61261
3970 2 2 76845
36176 4 1 68361
13385 1 1 14
73511 2 1 0
23398 2 2 76753
64435 1 2 15116
72502 2 1 0
72123 1 2 -1
41753 3 2 73695
1561 2 1 2587
59810 2 1 0
69192 3 1 254
28330 4 1 78552
32977 4 2 81823
64480 2 2 -1
36734 2 1 335
76454 3 1 0
66786 3 2 80801
67699 4 2 81043
21832 1 2 19334
50665 1 1 3
19728 3 2 78383
39857 4 2 -1
18940 4 1 74775
5280 1 1 8
79624 2 2 79623
55090 1 2 55089
46454 3 2 80165
77714 1 1 1
79632 4 2 79631
24798 4 1 56901
54459 2 1 417
66189 4 2 -1
23118 4 2 81215
21053 1 1 5
37204 2 1 136
61102 4 1 52365
16285 3 2 81000
13944 2 1 2294
54391 4 1 58444
2953 2 2 66091
76922 4 2 82135
70218 2 1 39
11154 3 2 81267
75874 4 2 81616
58730 1 1 1
26292 4 2 80443
75453 2 2 75454
39491 1 2 76623
30273 4 1 69517
26234 2 1 296
32573 4 2 81501
64320 2 1 58
80516 2 2 82038
16011 2 2 34670
17044 1 1 1
5250 1 1 7
23289 4 1 61156
36368 1 2 3011
61040 4 1 56814
15494 3 1 44195
25333 3 2 74085
79566 2 1 5
5166 2 2 77301
56561 2 2 79608
37664 3 1 8593
1293 4 2 82055
49212 4 1 43894
12559 4 2 80891
39044 4 1 62073
73509 2 2 73508
37 3 2 79118
48503 4 1 66338
33241 3 1 12174
14834 2 1 1740
27190 1 2 72589
24660 2 2 77252
2674 1 2 33935
22820 1 1 42
43794 1 1 4
64854 1 1 1
37555 1 1 14
61572 3 1 319
23216 2 1 0
30284 4 2 81837
14333 4 2 81674
75940 3 1 3544
41516 2 1 188
15015 1 1 36
21236 4 1 79412
45704 2 1 123
25906 4 1 0
14878 3 2 78412
9145 3 1 20806
2802 4 1 75008
57353 1 2 61199
62126 2 1 63
52189 1 2 79041
68285 3 1 203
42949 2 1 539
79031 3 1 59
51567 4 2 80975
71152 4 1 31322
58920 4 1 46053
63960 3 2 65014
32628 2 1 4530
47452 3 2 78299
39235 2 2 39234
22821 1 1 0
73537 4 2 79129
81993 3 2 -1
12303 2 2 73558
80664 1 2 65539
6967 2 1 2116
66046 3 1 4875
67442 4 1 29993
58168 3 1 5550
37696 3 1 6224
38892 2 2 38937
55215 2 2 55223
59757 4 1 1
15064 4 1 63214
5620 3 2 81184
44258 3 2 77681
27571 1 2 72805
32046 2 1 38
77255 2 2 42441
22233 1 1 3
69726 4 1 40358
1130 2 2 29031
2118 4 1 73325
51786 4 1 42435
31087 3 2 80727
19874 4 2 80190
40821 4 1 57926
22787 4 2 81155
69381 1 2 -1
44653 3 1 0
32252 1 2 20327
62185 2 1 0
20343 2 1 0
41232 3 2 76995
53106 3 2 66684
53079 1 2 7950
31066 4 2 80958
20910 3 2 69392
45950 4 2 81854
32959 1 2 74755
10051 1 1 14
3449 4 2 77205
77929 3 2 79770
26141 2 1 4253
32322 3 1 32258
34889 1 1 4
24657 1 2 15739
15764 2 2 65279
51030 4 2 81875
19523 4 2 81642
69201 2 1 35
71388 3 1 3053
31795 3 2 80967
61109 4 1 36752
36230 3 2 81115
1783 3 2 77846
72102 3 1 1629
58188 1 2 10504
48086 3 1 9310
34720 4 1 74457
3291 1 1 77
49393 3 1 22393
26720 3 2 -1
13368 2 2 74195
48838 3 2 79105
12197 4 2 80178
56831 4 2 -1
72925 3 1 6736
50302 1 2 8731
24315 3 2 80346
72663 1 1 2
78142 4 1 12479
15636 1 1 1
73634 1 2 -1
44400 4 2 81522
7160 3 2 52787
11123 3 2 79394
70496 1 2 22743
61934 3 2 80277
18409 1 2 18030
67982 2 2 67984
48951 1 2 78550
13440 1 2 62541
72035 4 2 80353
22343 1 2 30695
59954 3 1 6427
26520 2 2 72303
15784 3 2 65385
44220 4 1 66046
48720 1 1 4
35597 2 2 75572
26832 3 1 25512
12864 3 2 78349
8177 4 1 79976
56210 3 2 79568
11844 3 1 35712
34854 1 2 13163
43950 4 2 81002
17533 3 2 78767
10223 3 2 80932
33519 1 1 17
74385 1 1 1
48988 1 1 1
67519 3 2 -1
49056 2 1 408
40416 3 2 71636
45693 3 2 77637
43095 3 2 78322
72436 2 1 25
42926 3 2 78159
44775 2 2 44776
27525 1 2 -1
72651 2 2 -1
30486 1 1 13
61455 1 2 12642
56539 1 1 2
68363 1 1 1
35255 2 2 60457
62286 2 2 -1
1643 1 2 27246
21818 4 2 81969
53629 1 1 0
9457 2 1 2446
9820 3 1 11483
37790 2 1 263
34421 3 2 75210
62325 1 1 1
79622 4 2 -1
61526 1 2 80244
30394 1 1 7
47198 2 1 29
31016 3 1 10803
4789 4 2 81426
61134 2 1 0
24977 4 2 81092
59683 4 2 80835
34626 4 2 81147
12342 2 1 4750
52249 1 1 1
8833 3 2 81480
29473 2 2 47840
46647 3 2 78103
63281 1 2 -1
32920 1 2 2510
56298 2 1 181
42095 1 1 6
66909 3 1 5480
25532 2 1 1739
60285 3 2 67951
9495 3 2 78860
76708 1 1 6
55476 3 1 2601
30346 2 1 384
23412 4 2 81485
30804 3 1 13115
30723 1 2 73945
18748 3 2 80670
22354 3 1 26748
17388 2 2 60985
57693 1 1 1
21021 3 1 22498
52776 1 2 28703
76620 4 1 11687
2919 3 1 41365
54606 4 2 80832
23212 3 1 26786
17540 2 2 17550
65403 4 2 81983
59673 1 1 1
42844 1 1 2
81548 4 1 347
67603 3 2 79021
34747 1 1 3
29810 3 1 15320
64467 3 2 80543
44713 3 1 8423
3048 1 1 7
58906 2 1 93
27425 2 1 2836
58176 3 1 11157
33053 2 2 77454
72644 1 1 0
17829 2 2 74733
15032 3 1 27674
30215 4 2 81908
74642 4 1 33379
43048 3 1 5780
75532 3 2 73938
16025 1 1 3
42916 4 1 76369
9179 4 2 81680
23733 3 1 31668
3975 2 2 69867
75138 4 1 38713
42154 1 2 33383
28830 1 1 11
46745 2 2 78121
27729 1 1 1
45167 2 2 46574
58171 1 2 56556
21106 4 1 66187
24067 4 2 81969
2056 4 1 77152
29328 1 1 1
42771 2 2 52094
46515 3 1 27205
78978 4 2 78980
28155 2 1 16
50588 4 2 81021
11251 1 1 85
9623 1 2 38215
6123 2 2 78666
39095 3 2 77920
81897 4 2 79087
34814 1 2 6979
76868 1 1 1
9445 3 2 80099
46057 3 2 79108
73100 4 2 -1
27946 4 1 69871
69854 1 1 4
77015 3 1 207
33193 2 2 81515
74335 1 2 31796
5015 2 2 73727
51116 4 2 80904
26521 4 2 81380
18744 3 2 80898
17568 4 1 72096
76945 3 2 40951
8172 3 2 79848
19763 2 1 3818
67975 1 2 18953
47594 1 2 -1
67525 1 1 3
24604 2 2 24607
37918 1 2 3237
30847 3 2 74001
10680 1 2 58564
55037 2 2 55038
58914 2 2 73015
10349 4 1 68409
74996 2 2 74997
5948 3 2 79322
59790 1 2 28619
238 1 2 14983
74874 2 1 14
75885 3 2 -1
28274 2 2 52322
39913 2 2 39914
77857 4 1 896
64910 2 1 0
49875 4 2 81344
73947 3 1 1135
23055 3 2 70627
28807 1 2 73295
68625 3 2 80969
39978 2 1 842
76519 3 1 0
70207 2 1 83
50317 3 2 79993
65950 1 2 16552
62002 1 1 2
38379 3 2 80191
41163 1 1 2
55535 1 1 3
46110 3 1 4272
72369 1 2 26688
41495 3 1 10168
70559 3 2 82088
16146 2 2 72579
76737 3 2 55363
23636 3 1 16850
51434 3 2 80801
62726 2 2 62739
10108 1 2 37180
40880 1 2 11259
3625 2 2 39396
59303 2 1 19
74693 4 1 0
79182 3 1 419
57966 1 2 27982
23202 3 1 9113
43908 4 1 66140
12941 2 1 1953
20193 4 1 0
45852 4 1 72045
4260 1 1 48
9012 4 2 81753
47027 4 1 71762
25099 4 1 67079
10977 3 1 40699
47376 3 1 0
21788 2 2 21801
15210 1 2 253
45489 2 2 64424
42653 3 1 13546
8916 4 2 82023
20782 1 2 69308
29379 1 1 2
19984 3 1 10926
40205 3 1 0
13105 4 2 81693
11628 1 2 393
38516 2 1 303
40800 1 1 1
26240 1 1 11
64198 4 1 37504
12089 1 1 5
8167 1 1 208
31415 2 1 416
71895 1 2 -1
75829 3 2 36611
74868 4 1 0
77937 3 1 264
41936 1 1 2
67875 3 1 18207
8109 3 2 78120
13317 3 2 71648
51423 3 2 79185
6800 2 2 63845
2600 3 2 79703
29369 2 2 68536
81459 2 2 74079
958 2 1 3755
60012 3 2 -1
50782 4 2 80110
59315 3 2 -1
205 2 1 1340
5691 2 2 72021
19504 3 1 0
58051 3 1 4494
78919 1 1 0
74624 3 1 0
24734 2 2 32709
15389 1 1 28
45038 3 2 52526
45168 3 1 5184
74302 2 1 69
5902 3 1 40571
74586 1 1 0
76693 1 2 39700
58940 1 2 -1
14962 3 2 81069
77332 3 1 0
53494 3 2 73077
30041 4 2 81437
68906 3 1 0
37075 4 1 0
21134 2 2 81052
56143 4 2 81037
45153 2 1 103
22555 1 2 993
74000 2 1 5
32264 3 2 74672
54359 2 1 70
9808 3 1 12510
38345 2 1 510
57755 2 2 57756
43739 3 2 75185
21883 3 1 22983
43401 1 1 0
28174 3 2 79563
6094 2 2 78641
46728 4 1 68499
39300 1 2 35133
80105 1 2 60567
25287 2 2 78676
56152 4 2 80743
60040 2 2 -1
60616 2 2 60621
23010 3 2 70609
20114 3 2 -1
21125 3 1 9803
44846 1 2 -1
38973 3 2 76064
13869 3 2 81081
56147 3 1 17110
43827 4 1 63602
63576 2 2 -1
29814 3 2 80752
